"Total_score"	"Unused_score"	"% Cov"	"% Cov (95)"	"Accession"	"Peptides(95%)"	"Proteome_type"	"Cell_line"	"Treatment"	"Compartment"
3,11	3,11	13,5	2,5	"sp|P11142|HSP7C_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
3,08	3,08	28,3	11,2	"sp|P62269|RS18_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
2,91	2,91	8,2	5,8	"sp|Q9BQE3|TBA1C_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
2,81	2,81	27,3	6,4	"sp|P61247|RS3A_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2,75	2,75	6,6	2,4	"sp|Q9NR30|DDX21_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
2,72	2,72	11,5	2,6	"sp|P06576|ATPB_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2,7	2,7	25,5	5,4	"sp|P23396|RS3_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2,6	2,6	4,9	1,1	"sp|Q01082|SPTB2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
2,53	2,53	20,8	4,9	"sp|P62995|TRA2B_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2,14	2,14	4,6	0,8	"sp|Q00610|CLH1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2,06	2,06	17,4	11,6	"sp|P06748|NPM_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
2,03	2,03	20,2	7	"sp|Q86V81|THOC4_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2	2	5,7	0,7	"sp|P35579|MYH9_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2	2	14,2	5,3	"sp|P33241|LSP1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
2	2	17,7	12,6	"sp|P60866|RS20_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,93	1,93	20,5	3,6	"sp|P38159|RBMX_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,86	1,86	8,1	2,2	"sp|Q00839|HNRPU_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,8	1,8	9	2,2	"sp|P20700|LMNB1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,8	1,8	11,5	7,9	"sp|O43809|CPSF5_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,7	1,7	6,1	1,2	"sp|P53621|COPA_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,68	1,68	10,6	4,1	"sp|P15880|RS2_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,66	1,66	3,1	3,1	"sp|Q96DI7|SNR40_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,54	1,54	21,1	7,8	"sp|P61313|RL15_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
3,78	1,49	26,5	2,1	"sp|P51991|ROA3_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,49	1,49	8,1	4,2	"sp|Q96AG4|LRC59_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,49	1,47	8,4	2	"sp|P14868|SYDC_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,46	1,46	4,1	1,1	"sp|O75533|SF3B1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,42	1,42	10,7	10,7	"sp|Q99714|HCD2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
1,35	1,35	6,2	0	"sp|Q12906|ILF3_HUMAN"	0	"UBD_HDAC6"	"Im9"	"K"	"N"
1,35	1,34	4,4	4,4	"sp|P00403|COX2_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,32	1,32	18,8	5,2	"sp|Q02878|RL6_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,29	1,29	23,6	5,5	"sp|P46783|RS10_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
1,29	1,28	6,4	1,9	"sp|O14979|HNRDL_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
41,7	41,7	69,9	66,4	"sp|P63261|ACTG_HUMAN"	55	"UBD_HDAC6"	"Im9"	"FC"	"C"
30,89	30,89	60,1	41,7	"sp|P07437|TBB5_HUMAN"	18	"UBD_HDAC6"	"Im9"	"FC"	"C"
22,46	22,46	51,9	35	"sp|P68363|TBA1B_HUMAN"	14	"UBD_HDAC6"	"Im9"	"FC"	"C"
19,55	19,55	45,8	30,4	"sp|P26641|EF1G_HUMAN"	10	"UBD_HDAC6"	"Im9"	"FC"	"C"
15,88	15,88	31	6	"sp|P35579|MYH9_HUMAN"	9	"UBD_HDAC6"	"Im9"	"FC"	"C"
25,45	15,76	92,2	61	"sp|P28161|GSTM2_HUMAN"	21	"UBD_HDAC6"	"Im9"	"FC"	"C"
12,97	12,97	42,6	22,5	"sp|Q5VTE0|EF1A3_HUMAN"	8	"UBD_HDAC6"	"Im9"	"FC"	"C"
10,02	10,02	52,4	26	"sp|P16152|CBR1_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"C"
7,61	7,61	27,5	8,6	"sp|P07900|HS90A_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"C"
6,11	6,11	25	20,6	"sp|Q96S19|CP013_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"C"
4,63	4,63	23,3	10,4	"sp|P43358|MAGA4_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"C"
4,2	4,2	14,9	3,3	"sp|P13010|XRCC5_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"C"
4,07	4,07	21,4	6,9	"sp|P60842|IF4A1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"C"
21,52	4,01	71,6	40,4	"sp|Q03013|GSTM4_HUMAN"	16	"UBD_HDAC6"	"Im9"	"FC"	"C"
4	4	11,5	4,5	"sp|Q86YZ3|HORN_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"C"
4	4	8,6	1,3	"sp|Q9UBN7|HDAC6_HUMAN"	8	"UBD_HDAC6"	"Im9"	"FC"	"C"
3,5	3,5	29,3	8,5	"sp|O43813|LANC1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"C"
2,24	2,24	21	3,4	"sp|P08670|VIME_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
2,13	2,13	13,5	1,4	"sp|Q8N163|CCAR2_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
2,09	2,09	18,6	4,2	"sp|Q8TD47|RS4Y2_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
39,59	2	69,9	66,4	"sp|P60709|ACTB_HUMAN"	56	"UBD_HDAC6"	"Im9"	"FC"	"C"
16,41	2	49,6	27,1	"sp|Q13748|TBA3C_HUMAN"	11	"UBD_HDAC6"	"Im9"	"FC"	"C"
2	2	17	2,7	"sp|Q00839|HNRPU_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
2	2	4	0,8	"sp|Q5W0Q7|USPL1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
2	2	15,7	4,1	"sp|P15880|RS2_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
2	2	13,3	6,7	"sp|P24534|EF1B_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
2	2	16,6	5,8	"sp|P08865|RSSA_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
2	2	7,4	7,4	"sp|P08708|RS17_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
1,6	1,6	10,2	2,2	"sp|P31943|HNRH1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
1,38	1,38	7,1	0,6	"sp|Q6AHZ1|Z518A_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"C"
47,18	47,18	68,3	63,5	"sp|P63261|ACTG_HUMAN"	51	"UBD_HDAC6"	"Im9"	"FC"	"N"
44,41	44,41	17,1	6,6	"sp|P78527|PRKDC_HUMAN"	23	"UBD_HDAC6"	"Im9"	"FC"	"N"
37,03	37,03	55,1	47,6	"sp|P09651|ROA1_HUMAN"	23	"UBD_HDAC6"	"Im9"	"FC"	"N"
34,45	34,45	19,6	8,7	"sp|Q13813|SPTN1_HUMAN"	15	"UBD_HDAC6"	"Im9"	"FC"	"N"
35,44	34,41	53,9	41,7	"sp|P10809|CH60_HUMAN"	25	"UBD_HDAC6"	"Im9"	"FC"	"N"
27,95	27,95	21,8	8,3	"sp|Q01082|SPTB2_HUMAN"	14	"UBD_HDAC6"	"Im9"	"FC"	"N"
23,65	23,65	45,8	32,7	"sp|P06576|ATPB_HUMAN"	14	"UBD_HDAC6"	"Im9"	"FC"	"N"
23,44	23,44	35,4	16,3	"sp|Q7KZF4|SND1_HUMAN"	10	"UBD_HDAC6"	"Im9"	"FC"	"N"
29,32	22,98	47,9	35,7	"sp|P51991|ROA3_HUMAN"	15	"UBD_HDAC6"	"Im9"	"FC"	"N"
21,23	21,23	41,8	27,7	"sp|Q5VTE0|EF1A3_HUMAN"	15	"UBD_HDAC6"	"Im9"	"FC"	"N"
29,59	21,17	56,1	43,9	"sp|P22626|ROA2_HUMAN"	20	"UBD_HDAC6"	"Im9"	"FC"	"N"
20,9	20,9	39,4	27,7	"sp|P49411|EFTU_HUMAN"	11	"UBD_HDAC6"	"Im9"	"FC"	"N"
20,25	20,25	45	27,4	"sp|P00367|DHE3_HUMAN"	12	"UBD_HDAC6"	"Im9"	"FC"	"N"
20,14	20,14	37,6	25,9	"sp|Q15233|NONO_HUMAN"	14	"UBD_HDAC6"	"Im9"	"FC"	"N"
19,94	19,94	52,5	31,1	"sp|P61978|HNRPK_HUMAN"	11	"UBD_HDAC6"	"Im9"	"FC"	"N"
18,05	18,05	27,8	18,5	"sp|P08238|HS90B_HUMAN"	10	"UBD_HDAC6"	"Im9"	"FC"	"N"
17,78	17,78	31,6	22,9	"sp|P11142|HSP7C_HUMAN"	11	"UBD_HDAC6"	"Im9"	"FC"	"N"
17,22	17,22	68	53,4	"sp|P62805|H4_HUMAN"	11	"UBD_HDAC6"	"Im9"	"FC"	"N"
16,64	16,64	44,5	22,2	"sp|P25705|ATPA_HUMAN"	9	"UBD_HDAC6"	"Im9"	"FC"	"N"
16,42	16,42	33,1	17,3	"sp|P23246|SFPQ_HUMAN"	9	"UBD_HDAC6"	"Im9"	"FC"	"N"
14,01	14,01	22,1	11,2	"sp|P09874|PARP1_HUMAN"	8	"UBD_HDAC6"	"Im9"	"FC"	"N"
13,87	13,87	17,2	7,2	"sp|Q08211|DHX9_HUMAN"	7	"UBD_HDAC6"	"Im9"	"FC"	"N"
13,56	13,56	31,6	31,6	"sp|P06748|NPM_HUMAN"	8	"UBD_HDAC6"	"Im9"	"FC"	"N"
12,28	12,28	39,4	18,2	"sp|P38159|RBMX_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
12,09	12,09	14,2	4,1	"sp|P35579|MYH9_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
12,05	12,05	20	17	"sp|P26599|PTBP1_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
12	12	34,6	30,9	"sp|P08865|RSSA_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
11,53	11,53	26	15,1	"sp|P14866|HNRPL_HUMAN"	9	"UBD_HDAC6"	"Im9"	"FC"	"N"
11,47	11,47	12,7	5,6	"sp|Q15393|SF3B3_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
11,22	11,22	61,1	43,8	"sp|P21796|VDAC1_HUMAN"	8	"UBD_HDAC6"	"Im9"	"FC"	"N"
11,11	11,11	12,6	4,8	"sp|Q00610|CLH1_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
11,1	11,1	22,9	17,5	"sp|Q13838|DX39B_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
11,04	11,04	11,1	3,4	"sp|O75643|U520_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
11	11	21,6	9,3	"sp|P13010|XRCC5_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
12,57	10,91	31,3	11,8	"sp|P14625|ENPL_HUMAN"	8	"UBD_HDAC6"	"Im9"	"FC"	"N"
10,57	10,57	33,1	18,6	"sp|P62701|RS4X_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
10,37	10,37	40,1	18,6	"sp|P68363|TBA1B_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
10,19	10,19	45,3	35,9	"sp|Q99878|H2A1J_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
10,18	10,18	28,7	25	"sp|P35232|PHB_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
10,05	10,05	50,9	32,7	"sp|P46783|RS10_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
10	10	38,5	23,4	"sp|Q99623|PHB2_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
9,95	9,95	14,5	9	"sp|Q08945|SSRP1_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
9,9	9,9	29,3	17,2	"sp|P26641|EF1G_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
9,62	9,62	13,3	9,2	"sp|Q00839|HNRPU_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
9,32	9,32	52	17,3	"sp|Q07955|SRSF1_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
9,21	9,21	33	19,3	"sp|Q15084|PDIA6_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
9,09	9,09	19,7	9,9	"sp|P39656|OST48_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,98	8,98	51	37	"sp|P23396|RS3_HUMAN"	6	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,96	8,96	26,5	18,1	"sp|P22087|FBRL_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,85	8,85	58,2	31,5	"sp|P62249|RS16_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,83	8,83	21,4	12,2	"sp|P38919|IF4A3_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,66	8,66	53,9	25,5	"sp|P62241|RS8_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,52	8,52	14,3	9,4	"sp|P12956|XRCC6_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,42	8,42	53,5	21,2	"sp|P62995|TRA2B_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,42	8,42	26,1	9,1	"sp|P17844|DDX5_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,36	8,36	46,8	28,6	"sp|Q99880|H2B1L_HUMAN"	11	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,29	8,29	3,5	1,5	"sp|Q6P2Q9|PRP8_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,08	8,08	17,8	8,8	"sp|P38646|GRP75_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,05	8,05	23,9	17,8	"sp|P15880|RS2_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
8,04	8,04	35,7	31	"sp|P09211|GSTP1_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
8	8	18,5	18,5	"sp|P01903|DRA_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
7,84	7,84	38,9	14,2	"sp|Q02878|RL6_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
7,68	7,68	18,8	14,1	"sp|P05141|ADT2_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
7,59	7,59	20,7	13,4	"sp|P31943|HNRH1_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
7,38	7,38	18	5,6	"sp|Q16666|IF16_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
7,29	7,29	38,6	17,1	"sp|P61247|RS3A_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
7,2	7,2	24,3	12,3	"sp|P35659|DEK_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
7,14	7,14	23,1	8,7	"sp|P04843|RPN1_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,87	6,87	31,5	13,4	"sp|P10316|1A69_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,84	6,84	41,2	25	"sp|Q71DI3|H32_HUMAN"	7	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,8	6,79	26,1	10,6	"sp|P07437|TBB5_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,57	6,57	17,5	6,3	"sp|P02545|LMNA_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,45	6,45	16,9	4,7	"sp|Q15029|U5S1_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,23	6,23	24,1	16,1	"sp|Q99714|HCD2_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,17	6,17	22,5	3,6	"sp|Q9NR30|DDX21_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,13	6,13	43,7	16,8	"sp|Q16629|SRSF7_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,13	6,12	24,2	10,8	"sp|P62081|RS7_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,1	6,1	26,5	14,9	"sp|P50914|RL14_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,08	6,08	29,4	15,7	"sp|P07910|HNRPC_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,08	6,08	18,4	15	"sp|P13760|2B14_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6,01	6,01	31,6	19,2	"sp|P33241|LSP1_HUMAN"	5	"UBD_HDAC6"	"Im9"	"FC"	"N"
6	6	19,9	6,8	"sp|Q2TAY7|SMU1_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
6	6	12	5,8	"sp|O43390|HNRPR_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,8	5,8	26,2	13,1	"sp|Q96L21|RL10L_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,79	5,79	15,5	3,2	"sp|Q9Y5B9|SP16H_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,76	5,76	12,8	3,1	"sp|O75533|SF3B1_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,7	5,7	15,7	11,7	"sp|P22695|QCR2_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,59	5,59	26	9,5	"sp|P42167|LAP2B_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,57	5,57	29,2	15,2	"sp|Q86V81|THOC4_HUMAN"	4	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,49	5,49	19,8	12,1	"sp|P36873|PP1G_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,43	5,43	35,1	10,3	"sp|P46781|RS9_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,42	5,42	28,9	17,4	"sp|P45880|VDAC2_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,33	5,33	39,5	18,4	"sp|P62269|RS18_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,29	5,29	9,6	2,7	"sp|P42704|LPPRC_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,12	5,12	33,8	19,3	"sp|P61254|RL26_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,11	5,11	15,1	7,6	"sp|Q8WXF1|PSPC1_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,09	5,09	27,7	15,3	"sp|P06734|FCER2_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,75	4,75	33,6	12,6	"sp|P60866|RS20_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,66	4,66	16,7	16,7	"sp|P05204|HMGN2_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,63	4,63	22	8	"sp|P36578|RL4_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,58	4,58	16,1	7	"sp|Q14103|HNRPD_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,41	4,41	25	10,3	"sp|P46782|RS5_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,3	4,3	8,2	5,5	"sp|P04844|RPN2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,28	4,28	34,7	6	"sp|P63244|GBLP_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,1	4,1	16	7,7	"sp|Q15717|ELAV1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,06	4,06	15	6,4	"sp|P18754|RCC1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,04	4,04	27,9	15,2	"sp|Q9Y277|VDAC3_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	4	5,2	2,8	"sp|Q9UBN7|HDAC6_HUMAN"	9	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	4	20,2	8,1	"sp|Q96AG4|LRC59_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	4	39,7	24,6	"sp|P62318|SMD3_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	4	4,9	2,2	"sp|P55265|DSRAD_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	4	9,3	7,3	"sp|Q99986|VRK1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	4	7,9	5,2	"sp|P27824|CALX_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	4	18,9	18,9	"sp|P25398|RS12_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4	3,96	5,4	4,2	"sp|P13639|EF2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,91	3,91	14	4,2	"sp|P52272|HNRPM_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,8	3,8	11,8	8,9	"sp|Q00059|TFAM_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,78	3,78	19,6	8,5	"sp|Q8NHW5|RLA0L_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,61	3,61	12,7	5,2	"sp|P19338|NUCL_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,6	3,6	16,1	16,1	"sp|P62266|RS23_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,59	3,59	28,2	5,5	"sp|P08621|RU17_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,49	3,49	11,1	4,3	"sp|P20700|LMNB1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,41	3,41	11,2	4,4	"sp|P43243|MATR3_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,38	3,38	17,1	2,2	"sp|P39023|RL3_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,33	3,33	5,9	3,1	"sp|P36776|LONM_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,29	3,29	16,3	5,9	"sp|Q96DI7|SNR40_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,27	3,27	8,1	2,5	"sp|Q9Y4L1|HYOU1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,26	3,26	7,7	1,7	"sp|P51531|SMCA2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,22	3,22	8,3	3,5	"sp|P53618|COPB_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,19	3,19	44,9	24,6	"sp|P62316|SMD2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,15	3,15	14,6	9	"sp|Q05048|CSTF1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
3,09	3,09	13,9	6,9	"sp|Q12905|ILF2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,98	2,98	11,4	2,3	"sp|P53621|COPA_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,93	2,93	7,1	7,1	"sp|P62829|RL23_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,91	2,91	6	0,9	"sp|P21333|FLNA_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,89	2,89	10,3	4,2	"sp|P11387|TOP1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,87	2,87	20,4	4,5	"sp|P13796|PLSL_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,87	2,86	20,7	6,2	"sp|P39019|RS19_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,86	2,86	16,1	4,5	"sp|Q06830|PRDX1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,8	2,8	15,5	5,8	"sp|Q9H4M9|EHD1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,77	2,77	3,9	0,9	"sp|P52701|MSH6_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,86	2,68	48,2	24,4	"sp|P84103|SRSF3_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,63	2,63	11,6	4,9	"sp|Q9BPW8|NIPS1_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,63	2,63	2,6	1,9	"sp|Q96F07|CYFP2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,62	2,62	18,2	13	"sp|P32969|RL9_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
4,57	2,5	18,5	5,8	"sp|Q12931|TRAP1_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,47	2,47	10,9	10,9	"sp|P54819|KAD2_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
5,33	2,45	9,9	5,6	"sp|Q92841|DDX17_HUMAN"	3	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,45	2,44	12	1,8	"sp|Q12874|SF3A3_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,41	2,41	18,1	8,3	"sp|P62826|RAN_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,41	2,41	22	9,2	"sp|Q9GZT3|SLIRP_HUMAN"	1	"UBD_HDAC6"	"Im9"	"FC"	"N"
2,39	2,39	14,1	8	"sp|P62753|RS6_HUMAN"	2	"UBD_HDAC6"	"Im9"	"FC"	"N"
